step,sim_t,x,y,yaw,s,ey,epsi,raw_steer,safe_steer,rules_fired
226,11.3000,-0.2979,2.2108,2.5543,2.2033,-0.0717,0.0418,0.6662,0.6662,
227,11.3500,-0.3063,2.2162,2.5675,2.2033,-0.0712,0.0550,0.6373,0.6373,
228,11.4000,-0.3147,2.2216,2.5801,2.2033,-0.0706,0.0676,0.6080,0.6080,
229,11.4500,-0.3232,2.2269,2.5921,2.2033,-0.0699,0.0796,0.5786,0.5786,
230,11.5000,-0.3318,2.2321,2.6035,2.2033,-0.0690,0.0911,0.5490,0.5490,
231,11.5500,-0.3404,2.2371,2.6143,2.3037,-0.0689,-0.0249,1.0000,0.6990,C-06
232,11.6000,-0.3490,2.2421,2.6282,2.3037,-0.0691,-0.0111,0.7456,0.7456,
233,11.6500,-0.3578,2.2470,2.6430,2.3037,-0.0691,0.0038,0.7075,0.7075,
234,11.7000,-0.3666,2.2517,2.6570,2.3037,-0.0690,0.0178,0.6828,0.6828,
235,11.7500,-0.3755,2.2563,2.6706,2.3037,-0.0688,0.0314,0.6553,0.6553,
236,11.8000,-0.3844,2.2608,2.6836,2.3037,-0.0684,0.0443,0.6279,0.6279,
237,11.8500,-0.3934,2.2651,2.6960,2.3037,-0.0679,0.0567,0.6001,0.6001,
238,11.9000,-0.4025,2.2694,2.7078,2.3037,-0.0673,0.0686,0.5721,0.5721,
239,11.9500,-0.4116,2.2735,2.7191,2.3037,-0.0665,0.0799,0.5439,0.5439,
240,12.0000,-0.4207,2.2776,2.7298,2.3037,-0.0657,0.0906,0.5156,0.5156,
241,12.0500,-0.4299,2.2815,2.7399,2.3037,-0.0647,0.1007,0.4873,0.4873,
242,12.1000,-0.4391,2.2854,2.7495,2.4042,-0.0647,-0.0159,1.0000,0.6373,C-06
243,12.1500,-0.4484,2.2892,2.7621,2.4042,-0.0648,-0.0032,0.6868,0.6868,
244,12.2000,-0.4577,2.2928,2.7757,2.4042,-0.0647,0.0104,0.6500,0.6500,
245,12.2500,-0.4671,2.2963,2.7886,2.4042,-0.0645,0.0232,0.6268,0.6268,
246,12.3000,-0.4765,2.2997,2.8010,2.4042,-0.0643,0.0356,0.6009,0.6009,
247,12.3500,-0.4859,2.3030,2.8128,2.4042,-0.0638,0.0475,0.5750,0.5750,
248,12.4000,-0.4954,2.3062,2.8241,2.4042,-0.0633,0.0588,0.5489,0.5489,
249,12.4500,-0.5049,2.3093,2.8350,2.4042,-0.0627,0.0696,0.5226,0.5226,
250,12.5000,-0.5145,2.3122,2.8452,2.4042,-0.0619,0.0799,0.4962,0.4962,
251,12.5500,-0.5240,2.3151,2.8550,2.4042,-0.0611,0.0896,0.4696,0.4696,
252,12.6000,-0.5336,2.3179,2.8642,2.4042,-0.0601,0.0989,0.4431,0.4431,
253,12.6500,-0.5433,2.3206,2.8729,2.5046,-0.0603,-0.0172,1.0000,0.5931,C-06
254,12.7000,-0.5529,2.3232,2.8846,2.5046,-0.0604,-0.0055,0.6461,0.6461,
255,12.7500,-0.5626,2.3257,2.8974,2.5046,-0.0604,0.0073,0.6108,0.6108,
256,12.8000,-0.5723,2.3280,2.9094,2.5046,-0.0602,0.0193,0.5895,0.5895,
257,12.8500,-0.5821,2.3303,2.9210,2.5046,-0.0600,0.0310,0.5654,0.5654,
258,12.9000,-0.5918,2.3324,2.9322,2.5046,-0.0596,0.0421,0.5414,0.5414,
259,12.9500,-0.6016,2.3344,2.9428,2.5046,-0.0592,0.0527,0.5170,0.5170,
260,13.0000,-0.6115,2.3363,2.9530,2.5046,-0.0586,0.0629,0.4925,0.4925,
261,13.0500,-0.6213,2.3382,2.9627,2.5046,-0.0579,0.0726,0.4679,0.4679,
262,13.1000,-0.6311,2.3399,2.9719,2.5046,-0.0571,0.0818,0.4432,0.4432,
263,13.1500,-0.6410,2.3416,2.9805,2.5046,-0.0563,0.0905,0.4184,0.4184,
264,13.2000,-0.6509,2.3431,2.9887,2.6051,-0.0568,-0.0271,1.0000,0.5684,C-06
