timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1788187659.722982,monitoring,0.6.1,-0.18365341424942017,0.8016325235366821,-0.18365341424942017,0.8016325235366821,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29881789438603384,0.3574448370706818,5.5024067203009244e-05,-0.7046454395798467
1788187659.804473,monitoring,0.6.1,-0.1815619021654129,0.8013729751110077,-0.1815619021654129,0.8013729751110077,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29696596655741914,0.34525736097538995,0.00021127244979232766,-0.7102796594868892
1788187659.896887,monitoring,0.6.1,-0.18217913806438446,0.8022007048130035,-0.18217913806438446,0.8022007048130035,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29696596655741914,0.34525736097538995,0.00021127244979232766,-0.7102796594868892
1788187660.003217,monitoring,0.6.1,-0.18236276507377625,0.801093578338623,-0.18236276507377625,0.801093578338623,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29904735114063585,0.3574448370706818,0.0001164390371102108,-0.696357968989695
1788187660.105408,monitoring,0.6.1,-0.1842089146375656,0.8012847006320953,-0.1842089146375656,0.8012847006320953,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29904735114063585,0.3574448370706818,0.0001164390371102108,-0.696357968989695
1788187660.205040,monitoring,0.6.1,-0.18458983302116394,0.800239771604538,-0.18458983302116394,0.800239771604538,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.28557561317081603,0.34525736097538995,0.0002149870885641516,-0.8178786607333319
1788187660.286470,monitoring,0.6.1,-0.18297722935676575,0.8016760051250458,-0.18297722935676575,0.8016760051250458,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29228345573744974,0.34525736097538995,0.00014165856438067516,-0.7387943065962082
1788187660.383885,monitoring,0.6.1,-0.18052852153778076,0.8010547757148743,-0.18052852153778076,0.8010547757148743,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29228345573744974,0.34525736097538995,0.00014165856438067516,-0.7387943065962082
1788187660.503662,monitoring,0.6.1,-0.1812741458415985,0.8003796339035034,-0.1812741458415985,0.8003796339035034,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29228345573744974,0.34525736097538995,0.00014165856438067516,-0.7387943065962082
1788187660.595145,monitoring,0.6.1,-0.18301169574260712,0.7999109029769897,-0.18301169574260712,0.7999109029769897,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29580454223786967,0.34525736097538995,0.0002060451114147139,-0.7160653210912504
