timestep,ep_rew_mean,ep_len_mean,explained_variance
207872,534.803650,500.000,0.825183
208896,534.760969,500.000,0.827862
209920,534.701857,500.000,0.775624
210944,534.551605,500.000,0.802391
211968,534.458880,500.000,0.843725
212992,534.393915,500.000,0.821595
214016,534.273000,500.000,0.743022
215040,534.145229,500.000,0.846032
216064,534.103194,500.000,0.819533
217088,534.040386,500.000,0.790529
218112,534.000624,500.000,0.791194
219136,533.958781,500.000,0.753329
220160,533.935121,500.000,0.779845
221184,533.936485,500.000,0.798886
222208,533.910628,500.000,0.772671
223232,533.851651,500.000,0.798962
224256,533.788322,500.000,0.688242
225280,533.810441,500.000,0.786709
226304,533.829734,500.000,0.732642
227328,533.811313,500.000,0.731050
228352,533.752505,500.000,0.684140
229376,533.699946,500.000,0.703418
230400,533.644978,500.000,0.739431
231424,533.726672,500.000,0.730905
232448,533.737075,500.000,0.812409
233472,533.738133,500.000,0.666415
234496,533.741729,500.000,0.633885
235520,533.793897,500.000,0.848600
236544,533.793468,500.000,0.767966
237568,533.793832,500.000,0.833180
238592,533.824297,500.000,0.856134
239616,533.870047,500.000,0.726433
240640,533.931797,500.000,0.673583
241664,533.986909,500.000,0.768540
242688,534.015006,500.000,0.770326
243712,534.135485,500.000,0.813985
244736,534.275788,500.000,0.800240
245760,534.428592,500.000,0.878674
246784,534.387477,500.000,0.842693
247808,534.444466,500.000,0.775881
248832,534.555999,500.000,0.753048
249856,534.695181,500.000,0.824432
250880,534.700766,500.000,0.792348
