stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788182718.820,bad_width,0.07338,-0.13119,0.17078,3,0.458,ok
1788182719.120,bad_width,0.05437,-0.10713,0.20580,3,0.562,ok
1788182719.469,bad_width,0.05669,-0.11496,0.19837,3,0.375,ok
1788182719.570,unpaired,0.03751,-0.10978,0.23623,3,0.188,single_line
1788182719.869,unpaired,0.03105,-0.11356,0.25248,3,0.146,single_line
1788182720.070,bad_width,-0.29337,0.59429,0.13873,3,0.479,ok
1788182720.269,bad_width,0.05709,-0.03640,0.19668,3,0.625,ok
1788182720.720,bad_width,-0.00684,-0.00977,0.31691,3,0.542,ok
1788182720.769,bad_width,-0.01521,-0.02420,0.33645,3,0.479,ok
1788182720.970,bad_width,0.06091,-0.03813,0.19377,3,0.583,ok
1788182721.020,bad_width,0.05500,-0.04351,0.20332,3,0.562,ok
1788182721.070,bad_width,0.00419,-0.04888,0.31195,2,0.542,ok
1788182721.320,bad_width,0.05703,-0.26830,0.19634,2,0.583,ok
1788182721.370,bad_width,0.05762,-0.27114,0.20237,2,0.708,ok
1788182721.870,bad_width,0.06393,-0.06691,0.17084,3,0.542,ok
1788182721.920,unpaired,0.03208,-0.04944,0.23749,3,0.146,single_line
1788182722.320,unpaired,0.01924,-0.03302,0.26382,2,0.167,single_line
1788182722.420,unpaired,0.01394,-0.01483,0.26879,2,0.188,single_line
1788182722.569,bad_width,0.06863,0.03458,0.17011,4,0.521,ok
1788182722.720,unpaired,0.01471,0.00759,0.26182,2,0.188,single_line
1788182722.770,bad_width,0.03728,0.03160,0.20839,2,0.625,ok
1788182722.970,bad_width,-0.00103,-0.00798,0.29502,2,0.542,ok
1788182723.020,bad_width,-0.01600,0.07288,0.33781,3,0.312,ok
1788182723.070,unpaired,0.01638,-0.04280,0.27857,2,0.188,single_line
1788182723.120,unpaired,0.01585,-0.03747,0.27857,2,0.167,single_line
1788182723.220,bad_width,0.00807,-0.03900,0.29932,3,0.562,ok
1788182723.820,unpaired,0.03040,-0.04857,0.25627,3,0.167,single_line
1788182724.069,bad_width,0.07978,-0.25659,0.15421,3,0.375,ok
1788182724.120,bad_width,0.08474,-0.27631,0.14390,3,0.354,ok
1788182724.170,bad_width,0.07351,-0.24362,0.16721,3,0.354,ok
1788182724.220,bad_width,0.05525,-0.11944,0.20835,3,0.312,ok
1788182724.370,unpaired,0.05282,-0.06065,0.21025,2,0.167,single_line
1788182724.420,unpaired,0.05320,-0.06196,0.21025,2,0.167,single_line
1788182724.470,bad_width,0.05104,0.00898,0.19631,3,0.438,ok
1788182724.670,bad_width,-0.03784,-0.22882,0.20523,3,0.396,ok
1788182724.720,bad_width,0.03315,-0.07694,0.29439,3,0.271,ok
1788182724.770,bad_width,-0.08291,-0.12741,0.17419,3,0.458,ok
1788182724.870,bad_width,-0.00803,0.01074,0.34162,3,0.250,ok
1788182724.920,unpaired,0.03979,-0.09283,0.25033,2,0.146,single_line
1788182724.970,bad_width,-0.06476,-0.16755,0.16624,3,0.375,ok
1788182725.020,bad_width,-0.39065,-0.16755,0.30097,3,0.354,ok
1788182725.420,bad_width,0.08795,-0.15640,0.15044,3,0.271,ok
1788182725.520,bad_width,0.07414,-0.19749,0.17092,3,0.271,ok
1788182725.620,bad_width,0.07382,-0.18758,0.16529,3,0.271,ok
1788182725.670,bad_width,0.00772,-0.15475,0.29402,3,0.417,ok
1788182725.920,bad_width,0.05447,-0.09056,0.19274,3,0.375,ok
1788182725.970,bad_width,0.05215,-0.09056,0.19619,3,0.375,ok
1788182726.020,bad_width,0.00028,-0.02315,0.30019,3,0.396,ok
1788182726.070,bad_width,0.07545,-0.01393,0.17647,3,0.458,ok
1788182726.171,unpaired,0.03451,-0.06144,0.23224,3,0.146,single_line
1788182726.270,unpaired,0.04375,-0.10816,0.23547,4,0.188,single_line
1788182726.320,unpaired,0.04471,-0.11289,0.23547,2,0.167,single_line
1788182726.370,bad_width,-0.29625,0.03212,0.20519,3,0.396,ok
1788182726.420,bad_width,-0.30384,0.07741,0.20280,3,0.417,ok
1788182726.520,unpaired,0.04111,-0.07090,0.22409,2,0.229,single_line
1788182726.570,unpaired,0.04235,-0.07360,0.22409,2,0.229,single_line
1788182726.620,unpaired,0.04768,-0.09344,0.22409,2,0.229,single_line
1788182726.670,unpaired,0.04868,-0.09384,0.22409,2,0.188,single_line
1788182726.720,unpaired,0.04521,-0.08292,0.22409,3,0.188,single_line
1788182726.770,unpaired,0.04104,-0.05880,0.22409,3,0.208,single_line
1788182726.820,unpaired,0.04397,-0.06902,0.22409,2,0.188,single_line
1788182727.070,unpaired,0.04389,-0.23017,0.22379,3,0.250,single_line
1788182727.120,bad_width,0.07180,-0.07702,0.17099,3,0.312,ok
1788182727.170,unpaired,0.05089,-0.08090,0.21323,3,0.208,single_line
1788182727.270,unpaired,0.05144,-0.08244,0.21323,3,0.250,single_line
1788182727.320,bad_width,-0.38609,-0.03079,0.31973,3,0.438,ok
1788182727.371,bad_width,-0.01498,0.12176,0.33350,3,0.500,ok
1788182727.520,bad_width,-0.00577,0.20901,0.32478,4,0.542,ok
1788182727.620,bad_width,0.06559,-0.01746,0.16950,4,0.625,ok
1788182727.670,bad_width,0.08409,-0.02933,0.14976,3,0.812,ok
1788182727.970,bad_width,0.07832,0.03556,0.15140,4,0.312,ok
1788182728.022,bad_width,0.02144,0.05858,0.29999,4,0.333,ok
1788182728.120,unpaired,0.04950,-0.08479,0.23869,4,0.250,single_line
1788182728.170,unpaired,0.06700,-0.15640,0.23869,4,0.208,single_line
1788182728.220,bad_width,-0.07658,0.06546,0.17371,4,0.604,ok
1788182728.270,bad_width,0.09392,0.04166,0.17417,4,0.333,ok
1788182728.420,bad_width,-0.36373,0.07459,0.17887,3,0.458,ok
1788182728.470,bad_width,-0.35193,0.09337,0.17127,3,0.458,ok
1788182728.520,unpaired,0.07883,-0.11641,0.20247,3,0.208,single_line
1788182728.570,bad_width,-0.01820,0.02158,0.32646,3,0.667,ok
1788182728.620,bad_width,0.09522,-0.00262,0.16985,4,0.562,ok
1788182728.720,bad_width,0.05567,0.03741,0.19016,4,0.542,ok
1788182728.770,bad_width,0.06886,0.03090,0.16298,4,0.562,ok
1788182728.820,bad_width,0.05553,0.05386,0.20723,4,0.583,ok
1788182728.870,bad_width,0.05584,0.03714,0.20998,4,0.604,ok
1788182728.920,unpaired,-0.01071,-0.52519,0.20387,4,0.104,single_line
1788182729.070,bad_width,-0.00809,0.09100,0.32007,4,0.583,ok
